,PetID,metadata_topicality_max,metadata_topicality_mean,metadata_topicality_min,metadata_topicality_0_mean,metadata_topicality_0_max,metadata_topicality_0_min,L_metadata_0_cat_sum,L_metadata_0_dog_sum,L_metadata_any_cat_sum,L_metadata_any_dog_sum
59,98c17f102,0.9851944,0.7578234244671201,0.51025856,0.9731554757142857,0.9851944,0.96022123,0,7,0.0,7.0
60,e32c29f03,0.95068216,0.7067112923611112,0.5042182,0.9013088720000001,0.95068216,0.7350606,0,4,0.0,5.0
61,2f6cde44b,0.9938444,0.8007273101133786,0.52954423,0.9751239628571428,0.9938444,0.9264534,5,0,6.0,3.0
62,382e4bddd,0.9746761,0.7521906507407407,0.56009954,0.9582115999999999,0.9746761,0.9449528,0,3,0.0,3.0
63,c23b2926e,0.9827988,0.7902298881481481,0.57823586,0.9695797433333334,0.9827988,0.95462203,0,3,0.0,3.0
64,95c01e235,0.97865474,0.7802213858730158,0.5032501,0.9754389133333333,0.97865474,0.97331816,0,3,0.0,3.0
65,73f5dad5b,0.9945486,0.7905699696666667,0.5487502,0.974682187,0.9945486,0.81891423,9,0,9.0,0.0
66,08048fee2,0.99167484,0.7794522372966269,0.529713,0.9661297475,0.99167484,0.91027665,3,0,4.0,0.0
67,06daf9c05,0.9673918,0.7464617493650795,0.51034015,0.95230584,0.9673918,0.94254494,0,7,0.0,7.0
68,363e8df66,0.94497883,0.7406936104056436,0.50180924,0.9359650800000002,0.94497883,0.9201202,0,9,0.0,9.0
69,a47931d69,0.970147,0.8889740538888888,0.6931281,0.97013525,0.970147,0.9701235,0,0,0.0,2.0
70,57aecbbcf,0.9928812,0.8062537333333334,0.53894436,0.9927185666666668,0.9928812,0.9924149,3,0,3.0,0.0
71,f663a91e8,0.98728067,0.7900029534027777,0.5315792,0.9755796099999999,0.98728067,0.96355546,0,10,0.0,10.0
72,00af25fc0,0.9826858,0.7671993181481481,0.50396305,0.9798748333333333,0.9826858,0.9761055,0,3,0.0,3.0
73,40fdde0aa,0.98190427,0.7871112085185185,0.5064678,0.96626362,0.98190427,0.9605817,0,6,0.0,6.0
74,9f2e4a2e1,0.9701421,0.7731860413333334,0.5251263,0.9623258,0.9701421,0.9392273,0,5,0.0,5.0
75,9eb98f34c,0.97991914,0.773169184691358,0.5001667,0.9738237888888889,0.97991914,0.96199757,0,9,0.0,9.0
76,a0401d349,0.95783335,0.7839165388888889,0.5164389,0.952810225,0.95783335,0.9477871,0,1,0.0,2.0
77,cb0309848,0.99206567,0.7967306417406899,0.5020245,0.9711542761538462,0.99206567,0.88290715,21,3,24.0,10.0
78,29ffe21fe,0.9943638,0.8182275604040403,0.50346935,0.9927870063636365,0.9943638,0.9910153,11,0,11.0,0.0
79,838e46496,0.98886937,0.8280200977777779,0.6291422,0.98886937,0.98886937,0.98886937,1,0,1.0,1.0
80,03f65bdd3,0.99323124,0.7574077093888889,0.5058729,0.9660856540000001,0.99323124,0.9110061,5,0,5.0,1.0
81,6003cc8cf,0.9588259,0.7189499808888888,0.5017243,0.941976406,0.9588259,0.90644604,0,3,1.0,5.0
82,d6ad64584,0.98650885,0.8690558902777779,0.6051232,0.9856817225000001,0.98650885,0.9849404,0,4,0.0,4.0
83,1d669183f,0.9399628,0.695124825,0.50192934,0.9399628,0.9399628,0.9399628,0,1,0.0,1.0
84,c222a4955,0.9759163,0.784821352888889,0.55798346,0.966355854,0.9759163,0.9553956,0,5,0.0,5.0
85,91389ff80,0.9918223,0.7923614372222223,0.5854799,0.9909372000000001,0.9918223,0.9900521,2,0,2.0,0.0
86,6120ace5c,0.9585862,0.775976026875,0.5170082,0.9481668000000001,0.9585862,0.9377474,0,2,0.0,2.0
87,46c44f7bc,0.9649394,0.7499374814814814,0.51650953,0.9495631000000001,0.9649394,0.94112235,0,3,0.0,3.0
88,644d07ccb,0.971129,0.7716171105902778,0.5407799,0.9632718574999999,0.971129,0.95280576,0,4,0.0,4.0
89,d76c4ec1e,0.9737586,0.8006085855555556,0.5696152,0.9580117533333334,0.9737586,0.94720066,0,3,0.0,3.0
90,f17d4ab32,0.9924999,0.8007398843333332,0.50952077,0.991090564,0.9924999,0.98912346,10,0,10.0,0.0
92,dabcf0e55,0.9879421,0.8066906113832201,0.53143394,0.9784302714285714,0.9879421,0.95044965,0,7,0.0,7.0
93,86fe4ed68,0.9549442,0.7703961095061729,0.5035697,0.9424877544444443,0.9549442,0.9327132,0,9,0.0,9.0
94,7bbdce003,0.9910202,0.7941472563690475,0.5624025,0.9804986500000001,0.9910202,0.95302564,7,0,7.0,0.0
95,fc0b0843c,0.9705545,0.7708764031018518,0.50047463,0.9621406333333334,0.9705545,0.9571414,0,3,0.0,3.0
96,04372b78d,0.97651404,0.7851715242222224,0.5313261,0.95385203,0.97651404,0.94032073,0,5,0.0,5.0
97,3f2a40f0a,0.9845231,0.7811973383333333,0.58680177,0.9834022499999999,0.9845231,0.9822814,0,2,0.0,2.0
98,98565468b,0.9906121,0.7804251133333333,0.5671548,0.9906121,0.9906121,0.9906121,1,0,1.0,0.0
99,3779a7d91,0.99386233,0.8361343671111111,0.58642733,0.9927948320000001,0.99386233,0.9911455,5,0,5.0,0.0
100,e28bad751,0.96110356,0.765988935726852,0.50475234,0.9472601316666666,0.96110356,0.94033337,0,6,0.0,6.0
101,bea0802eb,0.9489719,0.7392578294444445,0.50026244,0.94270985,0.9489719,0.9364478,0,2,0.0,2.0
102,2e4eb9198,0.95981115,0.7812765903174606,0.5068466,0.9409981542857143,0.95981115,0.9282856,0,7,0.0,7.0
103,72519f841,0.98845565,0.8167848933333333,0.5124087,0.98568005,0.98845565,0.9833184,0,3,0.0,3.0
104,b1d0eba1b,0.9932812,0.7892042934567902,0.52007884,0.9854655733333332,0.9932812,0.9343393,8,1,8.0,3.0
105,f5e9075c9,0.9844832,0.8293790701587301,0.54744935,0.9753010766666667,0.9844832,0.9692132,0,3,0.0,3.0
106,21a1b528f,0.9735337,0.7927581402222221,0.5435795,0.949296726,0.9735337,0.87814003,0,5,0.0,5.0
107,0f0219fd7,0.994652,0.8599630869444443,0.5701458,0.9934048525,0.994652,0.9911168,4,0,4.0,0.0
108,c943ed53a,0.99488753,0.8261135418055555,0.57076114,0.99279123625,0.99488753,0.98950016,8,0,8.0,0.0
109,90a7474ec,0.99482995,0.8146585977777777,0.5752477,0.9940091183333332,0.99482995,0.99328995,6,0,6.0,0.0
110,0a536633a,0.99331814,0.7898313082407408,0.51427966,0.9869879233333333,0.99331814,0.9791385,6,0,6.0,1.0
111,b4835265a,0.9915881,0.7852415085555556,0.51874685,0.9595738440000001,0.9915881,0.8914872,5,1,7.0,5.0
112,92d2ebdff,0.9935622,0.7833693327777779,0.56184745,0.99354535,0.9935622,0.9935285,2,0,2.0,0.0
113,fe9e5aa06,0.9903878,0.8076179488888888,0.5583183,0.989612225,0.9903878,0.98883665,2,0,2.0,0.0
114,894da0f10,0.9946269,0.7954083937037036,0.55820864,0.9920081177777779,0.9946269,0.98635966,9,0,9.0,0.0
115,f6551137d,0.9943792,0.7915608695740741,0.50207484,0.988067828,0.9943792,0.9259175,15,0,15.0,1.0
116,7a1f83080,0.98721343,0.8247812175555556,0.5825203,0.9808845319999999,0.98721343,0.9746355,0,5,0.0,5.0
117,6f2721c52,0.9943484,0.8241104775462963,0.56620944,0.9900227137500001,0.9943484,0.95840186,22,2,22.0,2.0
118,0d47275d4,0.9797356,0.7619980791443451,0.50433826,0.9393194518749999,0.9797356,0.6530887,0,15,1.0,15.0
119,cbc7dc778,0.9508435,0.78454234,0.5593179,0.9382940812499999,0.9508435,0.9080526,0,8,0.0,8.0
120,6d24fab68,0.9937933,0.8042337628282827,0.5235952,0.9832655490909091,0.9937933,0.9142702,10,1,10.0,1.0
121,65c2785b3,0.9831726,0.8144356555092593,0.51069945,0.97347985,0.9831726,0.9628161,0,6,0.0,6.0
122,1a018ef15,0.9809273,0.7890770077380951,0.5145683,0.9752539324999999,0.9809273,0.97042656,0,4,0.0,4.0
123,44594e996,0.96854824,0.7771027584280303,0.50715023,0.9580814849999997,0.96854824,0.93275607,0,22,1.0,22.0
124,cf74891fd,0.99412733,0.8150397251473924,0.58796847,0.992266287142857,0.99412733,0.98608017,7,0,7.0,0.0
125,4cfd979dc,0.9713848,0.7292718138888888,0.54452884,0.9606909,0.9713848,0.949997,0,2,0.0,2.0
126,2f18b4092,0.9853442,0.7812976664550265,0.56021285,0.9638271166666667,0.9853442,0.92376375,2,0,3.0,1.0
127,f6c14900d,0.9813456,0.7978168251851852,0.53384614,0.9781221000000001,0.9813456,0.973704,0,3,0.0,3.0
128,122092781,0.9930893,0.8166461569444444,0.59113026,0.981522065,0.9930893,0.9513017,4,0,4.0,0.0
129,95eb301ed,0.97507846,0.7585185860790596,0.5036959,0.9535544753846155,0.97507846,0.9285421,0,12,0.0,13.0
130,61e477c0a,0.9809806,0.8038260888235295,0.5041615,0.9622635764705884,0.9809806,0.9236674,0,16,0.0,17.0
131,dbcf45977,0.9933612,0.7550059893333334,0.53086674,0.9864808119999999,0.9933612,0.9813557,5,0,5.0,0.0
132,0aaf6976a,0.9948708,0.793429866388889,0.5129741,0.9871953699999998,0.9948708,0.93561304,12,1,13.0,2.0
133,1d4574c90,0.9946922,0.8219493920000002,0.6252,0.9941524439999998,0.9946922,0.9930505,5,0,5.0,0.0
134,0ab8ae91b,0.94163924,0.7242569601116072,0.5097798,0.9285213287499999,0.94163924,0.8740122,0,8,0.0,8.0
135,a86cf6b79,0.9924594,0.7858929655555555,0.63912445,0.9924594,0.9924594,0.9924594,1,0,1.0,0.0
136,411792ceb,0.9825607,0.7723102658611112,0.5017351,0.970245366,0.9825607,0.95818543,0,5,0.0,5.0
137,80fcac43d,0.9862009,0.8089045769444445,0.50144213,0.967278905357143,0.9862009,0.94467074,0,26,1.0,28.0
138,645914c88,0.98173195,0.8516440722222223,0.63081264,0.976014225,0.98173195,0.9702965,0,2,0.0,2.0
139,7fc640ad8,0.9939203,0.7981391684444444,0.5213078,0.992247184,0.9939203,0.9910902,5,0,5.0,0.0
140,9e935b385,0.97513574,0.851927235925926,0.56746894,0.9687260066666669,0.97513574,0.9607369,0,9,0.0,9.0
141,ed44605a0,0.99468964,0.814449824516369,0.50129086,0.9899055937499998,0.99468964,0.95020586,23,0,23.0,0.0
142,553b61d90,0.98744994,0.782520543765432,0.505384,0.9671558177777777,0.98744994,0.9264415,6,0,9.0,3.0
143,65e65ba4b,0.9947397,0.8559369327777778,0.7039288,0.9941679766666667,0.9947397,0.99353486,6,0,6.0,0.0
144,5ecd80dba,0.9935409,0.8145169544444446,0.54860395,0.9918999075,0.9935409,0.9908865,4,0,4.0,1.0
145,2a69070a9,0.9924986,0.7639411515277778,0.5074315,0.9896265249999999,0.9924986,0.982021,4,0,4.0,0.0
146,87a37261b,0.9798683,0.816093757654321,0.56528074,0.9715096066666666,0.9798683,0.9644345,0,9,1.0,9.0
147,79a352e54,0.9627896,0.7849968909083332,0.5025509,0.942435698,0.9627896,0.9143744,0,10,0.0,10.0
148,0e61fe015,0.98703116,0.7990333935555556,0.50186765,0.9781220660000001,0.98703116,0.9683263,0,5,0.0,5.0
149,75bc667ae,0.9659526,0.7950344346875,0.52488273,0.9497440912499999,0.9659526,0.92232674,0,8,0.0,8.0
150,9c8209bae,0.9736152,0.7892063945124715,0.5441843,0.9647060242857143,0.9736152,0.94752437,0,7,0.0,7.0
151,06adfc154,0.9794026,0.8570518336111113,0.6660296,0.9743692675,0.9794026,0.9703281,0,4,0.0,4.0
152,e8261c38c,0.9946546,0.7987541773055555,0.5255723,0.9927102080000001,0.9946546,0.98999614,5,0,5.0,0.0
153,b0084b888,0.99245846,0.8468289086666667,0.5197592,0.9643462530000001,0.99245846,0.8773994,7,2,10.0,3.0
154,3b0238af8,0.97744066,0.7764298736904761,0.52417576,0.9572596942857144,0.97744066,0.8752357,0,6,0.0,7.0
155,a688a434e,0.9918363,0.7723436137777777,0.5362149,0.9762815800000001,0.9918363,0.93871343,5,0,6.0,3.0
156,09af85878,0.99437606,0.8544643081481481,0.63612497,0.9919820333333332,0.99437606,0.98829144,3,0,3.0,0.0
157,1b1a68a60,0.97600067,0.7985127911111111,0.554254,0.962664198,0.97600067,0.94364786,0,4,1.0,5.0
158,eea7548f0,0.99324185,0.8418285316666667,0.66382176,0.989719725,0.99324185,0.9861976,2,0,2.0,0.0
159,9fa760b69,0.9390654,0.7287120395555555,0.50113714,0.9284742079999999,0.9390654,0.91920334,0,5,0.0,5.0
160,03c6478b9,0.9949066,0.8762293311111112,0.805158,0.9949066,0.9949066,0.9949066,1,0,1.0,0.0
161,d9dcad5b4,0.9944009,0.8169682775555556,0.54714745,0.993582898,0.9944009,0.9912595,5,0,5.0,0.0
162,bac8c1a73,0.9674009,0.8019449154761904,0.5527125,0.9537475778571428,0.9674009,0.94102883,0,14,0.0,14.0
163,207c24fd3,0.97405744,0.8063560538888889,0.5949839,0.9491679399999999,0.97405744,0.9343818,0,4,0.0,4.0
164,6a864757b,0.9743377,0.793709103,0.52549464,0.964475363,0.9743377,0.9523878,0,10,0.0,10.0
165,128293a4d,0.9940271,0.8163740833333333,0.5510723,0.9938777233333335,0.9940271,0.99369127,3,0,3.0,0.0
166,d4ec04b8e,0.993889,0.822786771445635,0.53172106,0.975325093,0.993889,0.88742447,17,2,17.0,5.0
167,5112b0c92,0.99468464,0.8313039485185185,0.5918425,0.9942324366666667,0.99468464,0.99325484,6,0,6.0,0.0
168,487f74408,0.97243696,0.77772725625,0.50629723,0.9630878633333332,0.97243696,0.95690393,0,3,0.0,3.0
169,b854220cb,0.93621784,0.7142857932732427,0.5009942,0.9233354857142856,0.93621784,0.91586477,0,7,0.0,7.0
170,be1ab222c,0.94748735,0.6921498391666667,0.5188773,0.892431975,0.94748735,0.8373766,0,0,0.0,2.0
171,bd16029b7,0.9731021,0.7440309982361111,0.500673,0.9535410079999999,0.9731021,0.87414545,0,19,0.0,20.0
172,0ce5d0b5f,0.9945594,0.8446754183333333,0.63237303,0.9819542,0.9945594,0.9570925,3,0,3.0,0.0
173,6af981c61,0.9668786,0.8182022166666666,0.6276323,0.9530386319999999,0.9668786,0.9408811,0,5,0.0,5.0
175,1c4d6faac,0.9931467,0.7858366797222222,0.53599024,0.9922716875,0.9931467,0.99030614,4,0,4.0,2.0
176,422059173,0.9829437,0.7732676845833333,0.50313723,0.97091808875,0.9829437,0.9485876,0,8,0.0,8.0
177,3ded98af9,0.97626066,0.7903841373148147,0.5403528,0.9693564433333334,0.97626066,0.95600027,0,3,0.0,3.0
178,d86d7a70e,0.9787093,0.792600915,0.5301475,0.9485234425,0.9787093,0.87397563,0,4,0.0,4.0
179,e152df77a,0.97495276,0.7888654131709956,0.50373256,0.9631145581818182,0.97495276,0.94695246,0,11,0.0,11.0
180,59a3ee7ff,0.982877,0.8092380544444446,0.54780746,0.98085343,0.982877,0.97882986,0,2,0.0,2.0
181,f252006a7,0.9905267,0.8233529233333333,0.58764875,0.9814519974999999,0.9905267,0.9676015,0,4,0.0,4.0
182,31c2215c1,0.9797717,0.8147803143055556,0.5152682,0.9776546033333333,0.9797717,0.97565114,0,3,0.0,3.0
183,cc3fe68d2,0.9368395,0.7446955777777778,0.5327487,0.9368395,0.9368395,0.9368395,0,1,0.0,1.0
184,533f52fff,0.99460757,0.8572190271717172,0.58725166,0.9933357263636363,0.99460757,0.9918642,11,0,11.0,0.0
185,4009f9200,0.9900933,0.7860072170158728,0.5018111,0.9740826659999999,0.9900933,0.9592204,5,0,5.0,1.0
186,783a33f4c,0.9779806,0.7528206117951389,0.5063836,0.9583444993750001,0.9779806,0.9349636,1,15,1.0,15.0
187,1f34d9c73,0.99387336,0.8125021686219335,0.52945864,0.9783134404545453,0.99387336,0.9255671,17,1,18.0,3.0
188,fc2ac0b04,0.95410234,0.7902910044444444,0.6042771,0.95410234,0.95410234,0.95410234,0,1,0.0,1.0
189,92c42a055,0.99353987,0.7795501708253968,0.53130436,0.9786007620000001,0.99353987,0.9450552,4,0,5.0,1.0
190,eb64e3d68,0.99514,0.8451820421693123,0.55451566,0.9936560866666666,0.99514,0.99022806,21,0,21.0,0.0
191,8ee223a17,0.9881598,0.8408359744444444,0.5276748,0.9881598,0.9881598,0.9881598,1,0,1.0,0.0
192,2d06250ab,0.97870797,0.7770085174722223,0.5091289,0.9432706916666669,0.97870797,0.6948922,0,29,0.0,29.0
193,6ebcc7756,0.970956,0.7680344995370371,0.52797025,0.9548746783333334,0.970956,0.94292027,0,6,0.0,6.0
194,7f33563b9,0.98430926,0.8033964607407408,0.5761962,0.9829843466666667,0.98430926,0.98086834,0,3,0.0,3.0
195,7adc5209e,0.9945116,0.8129335219047619,0.52852875,0.9910706640000001,0.9945116,0.9798246,5,0,5.0,1.0
196,6ff2ae40f,0.9943415,0.8494658755555555,0.6994676,0.9940575866666667,0.9943415,0.99378836,3,0,3.0,0.0
197,29f5cedc0,0.9926729,0.7873277215674602,0.5116875,0.9887755957142856,0.9926729,0.9723598,7,0,7.0,0.0
198,b460a9761,0.9937992,0.7794330922222221,0.60652906,0.9937992,0.9937992,0.9937992,1,0,1.0,0.0
199,b589d804e,0.9939935,0.7912630633333334,0.52084225,0.99173595,0.9939935,0.9832732,8,0,8.0,0.0
200,de1a20009,0.99429464,0.7885667927482993,0.51949495,0.9820071376190478,0.99429464,0.896302,19,0,20.0,5.0
201,5e1c81876,0.9763504,0.7289263188888888,0.5378364,0.9763504,0.9763504,0.9763504,0,1,0.0,1.0
202,d7a050445,0.9940901,0.7601473761111112,0.5457591,0.97736628,0.9940901,0.96064246,2,0,2.0,0.0
203,7bce76c66,0.964837,0.8495016670370371,0.7103715,0.9610612333333334,0.964837,0.9583296,0,3,0.0,3.0
204,fcf377cce,0.98414624,0.7606430508531746,0.50486934,0.9601679166666665,0.98414624,0.93473524,0,12,0.0,12.0
205,8b8229f52,0.99331915,0.8520001870370372,0.6142339,0.99286745,0.99331915,0.99239314,3,0,3.0,0.0
206,e1dcf0e9e,0.9937151,0.8002290244281046,0.50662255,0.9908623270588235,0.9937151,0.9840777,17,0,17.0,1.0
207,b68679817,0.99436194,0.842289051388889,0.6279055,0.99333108875,0.99436194,0.99226576,8,0,8.0,0.0
208,6138cd70d,0.9950122,0.8215483584126984,0.5766275,0.9941831799999997,0.9950122,0.9923147,14,0,14.0,0.0
209,91e996718,0.9943603,0.7933909111111112,0.54941404,0.9935265419999999,0.9943603,0.9930129,5,0,5.0,0.0
210,bbab88df0,0.98914164,0.8185749066666667,0.6042771,0.98914164,0.98914164,0.98914164,0,1,0.0,1.0
211,38c5d4e0e,0.9795184,0.793253080648148,0.5082285,0.9644735316666669,0.9795184,0.930189,0,12,1.0,12.0
212,7e2ce5b3e,0.9292835,0.7255900348148147,0.5143846,0.9012159833333334,0.9292835,0.7984023,0,5,0.0,6.0
213,369da3ef0,0.99204963,0.80987989375,0.62156916,0.99204963,0.99204963,0.99204963,1,0,1.0,0.0
214,4f45bb293,0.9679469,0.7865541705681817,0.52282244,0.9596047854545453,0.9679469,0.94320834,0,11,0.0,11.0
215,2b1582f99,0.9753779,0.7989161797916666,0.5604927,0.9627440725,0.9753779,0.9503801,0,4,0.0,4.0
216,b7e7211e7,0.99444044,0.8214005361111112,0.6264969,0.993810905,0.99444044,0.99344593,4,0,4.0,0.0
217,652ad7684,0.99244446,0.8080842245138888,0.6208303,0.96838368,0.99244446,0.9443229,2,0,2.0,1.0
218,9c788a6bb,0.9777522,0.7700356356944446,0.5172457,0.9740878333333333,0.9777522,0.9706979,0,3,0.0,3.0
219,aac68c707,0.99403965,0.8166247246759258,0.5106244,0.9869059333333334,0.99403965,0.9620045,6,0,6.0,1.0
220,506bacb46,0.9791698,0.7634463338525133,0.51283747,0.9628286383333333,0.9791698,0.9553166,0,6,0.0,6.0
221,3f4e4f83f,0.99358946,0.7813575858333334,0.55835605,0.9881919800000001,0.99358946,0.9827945,2,0,2.0,0.0
222,9ff4a6c4f,0.99445057,0.8015637753333333,0.52976346,0.9935032113333333,0.99445057,0.9914852,15,0,15.0,0.0
223,b8d07c37b,0.9947694,0.8223501835185184,0.6042805,0.9933304000000001,0.9947694,0.990722,6,0,6.0,0.0
224,e3d68b63c,0.9940814,0.8046603055820105,0.5191863,0.9876716525,0.9940814,0.9414093,12,0,12.0,0.0
